hotel_id,city,aspect,period,prev_period,delta_q,mentions,prev_mentions,period_pos,n_periods_hotel_aspect
779900ba80ed0740,Paris,noise,2017Q3,2017Q2,0.07575757575757569,1,2,8,9
779900ba80ed0740,Paris,room,2015Q4,2015Q3,0.19166666666666665,6,5,1,9
779900ba80ed0740,Paris,room,2016Q1,2015Q4,0.017857142857142794,25,6,2,9
779900ba80ed0740,Paris,room,2016Q2,2016Q1,0.05714285714285716,30,25,3,9
779900ba80ed0740,Paris,room,2016Q3,2016Q2,-0.012499999999999956,22,30,4,9
779900ba80ed0740,Paris,room,2016Q4,2016Q3,0.19711538461538458,16,22,5,9
779900ba80ed0740,Paris,room,2017Q1,2016Q4,-0.12535612535612528,17,16,6,9
779900ba80ed0740,Paris,room,2017Q2,2017Q1,-0.0092592592592593,22,17,7,9
779900ba80ed0740,Paris,room,2017Q3,2017Q2,-0.25,16,22,8,9
779900ba80ed0740,Paris,service,2015Q4,2015Q3,-0.30833333333333335,5,6,1,9
779900ba80ed0740,Paris,service,2016Q1,2015Q4,0.1333333333333333,15,5,2,9
779900ba80ed0740,Paris,service,2016Q2,2016Q1,0.37142857142857144,18,15,3,9
779900ba80ed0740,Paris,service,2016Q3,2016Q2,-0.3990147783251232,19,18,4,9
779900ba80ed0740,Paris,service,2016Q4,2016Q3,0.3275862068965518,10,19,5,9
779900ba80ed0740,Paris,service,2017Q1,2016Q4,-0.2272727272727273,12,10,6,9
779900ba80ed0740,Paris,service,2017Q2,2017Q1,0.012987012987013102,18,12,7,9
779900ba80ed0740,Paris,service,2017Q3,2017Q2,-0.2857142857142858,6,18,8,9
779900ba80ed0740,Paris,value,2015Q4,2015Q3,-0.09090909090909083,0,1,1,9
779900ba80ed0740,Paris,value,2016Q1,2015Q4,-0.19999999999999996,5,0,2,9
779900ba80ed0740,Paris,value,2016Q2,2016Q1,0.018181818181818188,12,5,3,9
779900ba80ed0740,Paris,value,2016Q3,2016Q2,-0.06818181818181823,6,12,4,9
779900ba80ed0740,Paris,value,2016Q4,2016Q3,0.1071428571428571,4,6,5,9
779900ba80ed0740,Paris,value,2017Q1,2016Q4,0.30952380952380965,2,4,6,9
779900ba80ed0740,Paris,value,2017Q2,2017Q1,-0.2333333333333334,5,2,7,9
779900ba80ed0740,Paris,value,2017Q3,2017Q2,-0.01025641025641022,3,5,8,9
77995221d08c1e57,London,breakfast,2015Q4,2015Q3,0.23376623376623373,12,4,1,9
77995221d08c1e57,London,breakfast,2016Q1,2015Q4,0.13986013986014,3,12,2,9
77995221d08c1e57,London,breakfast,2016Q2,2016Q1,-0.16410256410256419,5,3,3,9
77995221d08c1e57,London,breakfast,2016Q3,2016Q2,0.22745098039215694,7,5,4,9
77995221d08c1e57,London,breakfast,2016Q4,2016Q3,-0.2941176470588236,6,7,5,9
77995221d08c1e57,London,breakfast,2017Q1,2016Q4,0.0,4,6,6,9
77995221d08c1e57,London,breakfast,2017Q2,2017Q1,-0.09090909090909094,1,4,7,9
77995221d08c1e57,London,breakfast,2017Q3,2017Q2,0.013986013986014068,3,1,8,9
77995221d08c1e57,London,cleanliness,2015Q4,2015Q3,0.03361344537815136,7,4,1,9
77995221d08c1e57,London,cleanliness,2016Q1,2015Q4,-0.03361344537815136,4,7,2,9
77995221d08c1e57,London,cleanliness,2016Q2,2016Q1,-0.1428571428571428,6,4,3,9
77995221d08c1e57,London,cleanliness,2016Q3,2016Q2,0.05263157894736836,9,6,4,9
77995221d08c1e57,London,cleanliness,2016Q4,2016Q3,-0.19548872180451127,4,9,5,9
77995221d08c1e57,London,cleanliness,2017Q1,2016Q4,0.2857142857142857,4,4,6,9
77995221d08c1e57,London,cleanliness,2017Q2,2017Q1,-0.051948051948051965,1,4,7,9
77995221d08c1e57,London,cleanliness,2017Q3,2017Q2,0.0,1,1,8,9
77995221d08c1e57,London,location,2015Q4,2015Q3,0.1687979539641944,24,13,1,9
77995221d08c1e57,London,location,2016Q1,2015Q4,-0.3137254901960784,8,24,2,9
77995221d08c1e57,London,location,2016Q2,2016Q1,0.16666666666666674,18,8,3,9
77995221d08c1e57,London,location,2016Q3,2016Q2,0.2142857142857142,32,18,4,9
77995221d08c1e57,London,location,2016Q4,2016Q3,-0.1142857142857141,15,32,5,9
77995221d08c1e57,London,location,2017Q1,2016Q4,-0.054545454545454675,12,15,6,9
77995221d08c1e57,London,location,2017Q2,2017Q1,-0.2597402597402596,4,12,7,9
77995221d08c1e57,London,location,2017Q3,2017Q2,-0.05494505494505497,3,4,8,9
77995221d08c1e57,London,noise,2015Q4,2015Q3,-0.2769230769230768,5,3,1,9
77995221d08c1e57,London,noise,2016Q1,2015Q4,0.2909090909090908,1,5,2,9
77995221d08c1e57,London,noise,2016Q2,2016Q1,-0.15757575757575748,5,1,3,9
77995221d08c1e57,London,noise,2016Q3,2016Q2,0.06666666666666665,6,5,4,9
77995221d08c1e57,London,noise,2016Q4,2016Q3,-0.23076923076923073,3,6,5,9
77995221d08c1e57,London,noise,2017Q1,2016Q4,0.08791208791208782,4,3,6,9
77995221d08c1e57,London,noise,2017Q2,2017Q1,0.051948051948051965,1,4,7,9
77995221d08c1e57,London,noise,2017Q3,2017Q2,-0.07575757575757569,2,1,8,9
77995221d08c1e57,London,room,2015Q4,2015Q3,0.07631160572337037,41,27,1,9
77995221d08c1e57,London,room,2016Q1,2015Q4,-0.14117647058823524,20,41,2,9
77995221d08c1e57,London,room,2016Q2,2016Q1,0.0444444444444444,35,20,3,9
77995221d08c1e57,London,room,2016Q3,2016Q2,-0.09444444444444444,46,35,4,9
77995221d08c1e57,London,room,2016Q4,2016Q3,0.125,38,46,5,9
77995221d08c1e57,London,room,2017Q1,2016Q4,0.04807692307692313,29,38,6,9
77995221d08c1e57,London,room,2017Q2,2017Q1,-0.08436724565756826,21,29,7,9
77995221d08c1e57,London,room,2017Q3,2017Q2,0.10246679316888041,7,21,8,9
77995221d08c1e57,London,service,2015Q4,2015Q3,0.02941176470588225,41,26,1,9
77995221d08c1e57,London,service,2016Q1,2015Q4,0.10021786492374729,17,41,2,9
77995221d08c1e57,London,service,2016Q2,2016Q1,-0.02962962962962945,25,17,3,9
77995221d08c1e57,London,service,2016Q3,2016Q2,-0.023076923076923217,42,25,4,9
77995221d08c1e57,London,service,2016Q4,2016Q3,-0.16515837104072384,24,42,5,9
77995221d08c1e57,London,service,2017Q1,2016Q4,0.21981424148606798,28,24,6,9
77995221d08c1e57,London,service,2017Q2,2017Q1,-0.11433756805807627,19,28,7,9
77995221d08c1e57,London,service,2017Q3,2017Q2,-0.4646098003629764,9,19,8,9
77995221d08c1e57,London,value,2015Q4,2015Q3,-0.45192307692307687,6,3,1,9
77995221d08c1e57,London,value,2016Q1,2015Q4,0.375,0,6,2,9
77995221d08c1e57,London,value,2016Q2,2016Q1,-0.09090909090909094,1,0,3,9
77995221d08c1e57,London,value,2016Q3,2016Q2,0.03208556149732622,7,1,4,9
77995221d08c1e57,London,value,2016Q4,2016Q3,-0.018099547511312153,3,7,5,9
77995221d08c1e57,London,value,2017Q1,2016Q4,0.07692307692307687,2,3,6,9
77995221d08c1e57,London,value,2017Q2,2017Q1,-0.2857142857142857,4,2,7,9
77995221d08c1e57,London,value,2017Q3,2017Q2,0.2857142857142857,4,4,8,9
77f1d78c14932962,London,breakfast,2015Q4,2015Q3,0.3514692378328741,111,62,1,9
77f1d78c14932962,London,breakfast,2016Q1,2015Q4,0.2958053952908155,96,111,2,9
77f1d78c14932962,London,breakfast,2016Q2,2016Q1,-0.30528920507268786,112,96,3,9
77f1d78c14932962,London,breakfast,2016Q3,2016Q2,0.15509059534081104,142,112,4,9
77f1d78c14932962,London,breakfast,2016Q4,2016Q3,-0.283276740237691,145,142,5,9
77f1d78c14932962,London,breakfast,2017Q1,2016Q4,0.013432046536224318,112,145,6,9
77f1d78c14932962,London,breakfast,2017Q2,2017Q1,0.23438868727318218,121,112,7,9
77f1d78c14932962,London,breakfast,2017Q3,2017Q2,-0.3724387304138207,28,121,8,9
77f1d78c14932962,London,cleanliness,2015Q4,2015Q3,0.12679425837320557,66,34,1,9
77f1d78c14932962,London,cleanliness,2016Q1,2015Q4,0.10893512851897191,76,66,2,9
77f1d78c14932962,London,cleanliness,2016Q2,2016Q1,-0.18161683277962348,74,76,3,9
77f1d78c14932962,London,cleanliness,2016Q3,2016Q2,-0.12797619047619047,86,74,4,9
77f1d78c14932962,London,cleanliness,2016Q4,2016Q3,0.21656976744186052,76,86,5,9
77f1d78c14932962,London,cleanliness,2017Q1,2016Q4,-0.011743034768593175,91,76,6,9
77f1d78c14932962,London,cleanliness,2017Q2,2017Q1,0.15039478631407444,69,91,7,9
77f1d78c14932962,London,cleanliness,2017Q3,2017Q2,-0.4177215189873418,22,69,8,9
77f1d78c14932962,London,location,2015Q4,2015Q3,0.02192963888065691,289,148,1,9
77f1d78c14932962,London,location,2016Q1,2015Q4,0.020602006688963392,190,289,2,9
77f1d78c14932962,London,location,2016Q2,2016Q1,-0.06325581395348845,205,190,3,9
77f1d78c14932962,London,location,2016Q3,2016Q2,-0.01466240165989463,259,205,4,9
77f1d78c14932962,London,location,2016Q4,2016Q3,-0.10106483523407461,226,259,5,9
77f1d78c14932962,London,location,2017Q1,2016Q4,0.04694765261736911,216,226,6,9
77f1d78c14932962,London,location,2017Q2,2017Q1,-0.0947049332616241,171,216,7,9
77f1d78c14932962,London,location,2017Q3,2017Q2,0.0790480237994049,68,171,8,9
77f1d78c14932962,London,noise,2015Q4,2015Q3,-0.22610294117647056,54,24,1,9
77f1d78c14932962,London,noise,2016Q1,2015Q4,0.12152777777777779,44,54,2,9
77f1d78c14932962,London,noise,2016Q2,2016Q1,0.0793650793650793,53,44,3,9
77f1d78c14932962,London,noise,2016Q3,2016Q2,0.03759398496240607,66,53,4,9
77f1d78c14932962,London,noise,2016Q4,2016Q3,-0.2770897832817337,58,66,5,9
77f1d78c14932962,London,noise,2017Q1,2016Q4,0.2005347593582888,56,58,6,9
77f1d78c14932962,London,noise,2017Q2,2017Q1,-0.11229946524064172,75,56,7,9
77f1d78c14932962,London,noise,2017Q3,2017Q2,0.37745098039215674,14,75,8,9
77f1d78c14932962,London,room,2015Q4,2015Q3,-0.014564530880601945,337,157,1,9
77f1d78c14932962,London,room,2016Q1,2015Q4,0.08150650899334189,280,337,2,9
77f1d78c14932962,London,room,2016Q2,2016Q1,-0.04692437642850045,337,280,3,9
77f1d78c14932962,London,room,2016Q3,2016Q2,0.0005690730675227407,385,337,4,9
77f1d78c14932962,London,room,2016Q4,2016Q3,0.09559437097800727,348,385,5,9
77f1d78c14932962,London,room,2017Q1,2016Q4,-0.08068657506107912,349,348,6,9
77f1d78c14932962,London,room,2017Q2,2017Q1,0.035341774821401994,307,349,7,9
77f1d78c14932962,London,room,2017Q3,2017Q2,0.08756000548621579,105,307,8,9
77f1d78c14932962,London,service,2015Q4,2015Q3,0.22515050167224082,289,140,1,9
77f1d78c14932962,London,service,2016Q1,2015Q4,0.12466081908247606,202,289,2,9
77f1d78c14932962,London,service,2016Q2,2016Q1,-0.22300281011641898,225,202,3,9
77f1d78c14932962,London,service,2016Q3,2016Q2,-0.01823708206686936,291,225,4,9
77f1d78c14932962,London,service,2016Q4,2016Q3,-0.00899100899100902,276,291,5,9
77f1d78c14932962,London,service,2017Q1,2016Q4,0.017154274297131344,235,276,6,9
77f1d78c14932962,London,service,2017Q2,2017Q1,-0.07441585329784073,197,235,7,9
77f1d78c14932962,London,service,2017Q3,2017Q2,-0.11594202898550732,59,197,8,9
77f1d78c14932962,London,value,2015Q4,2015Q3,0.24867021276595747,84,54,1,9
77f1d78c14932962,London,value,2016Q1,2015Q4,0.3781155015197568,60,84,2,9
77f1d78c14932962,London,value,2016Q2,2016Q1,-0.4110599078341014,83,60,3,9
77f1d78c14932962,London,value,2016Q3,2016Q2,0.27956989247311836,83,83,4,9
77f1d78c14932962,London,value,2016Q4,2016Q3,-0.10414401353147285,79,83,5,9
77f1d78c14932962,London,value,2017Q1,2016Q4,0.08413901228116027,76,79,6,9
77f1d78c14932962,London,value,2017Q2,2017Q1,-0.2613822469701933,61,76,7,9
77f1d78c14932962,London,value,2017Q3,2017Q2,0.15741507870753935,24,61,8,9
77f668399e268619,Paris,breakfast,2015Q4,2015Q3,0.3866995073891625,18,19,1,9
77f668399e268619,Paris,breakfast,2016Q1,2015Q4,-0.014285714285714235,15,18,2,9
77f668399e268619,Paris,breakfast,2016Q2,2016Q1,-0.23030303030303023,23,15,3,9
77f668399e268619,Paris,breakfast,2016Q3,2016Q2,0.030303030303030276,28,23,4,9
77f668399e268619,Paris,breakfast,2016Q4,2016Q3,-0.1724137931034483,19,28,5,9
77f668399e268619,Paris,breakfast,2017Q1,2016Q4,0.2724137931034484,10,19,6,9
77f668399e268619,Paris,breakfast,2017Q2,2017Q1,0.035135135135135,27,10,7,9
77f668399e268619,Paris,breakfast,2017Q3,2017Q2,0.06486486486486487,15,27,8,9
77f668399e268619,Paris,cleanliness,2015Q4,2015Q3,-0.41666666666666674,18,14,1,9
77f668399e268619,Paris,cleanliness,2016Q1,2015Q4,0.2592592592592593,17,18,2,9
77f668399e268619,Paris,cleanliness,2016Q2,2016Q1,-0.0092592592592593,14,17,3,9
77f668399e268619,Paris,cleanliness,2016Q3,2016Q2,-0.42647058823529416,24,14,4,9
77f668399e268619,Paris,cleanliness,2016Q4,2016Q3,0.20872865275142316,21,24,5,9
77f668399e268619,Paris,cleanliness,2017Q1,2016Q4,0.14015572858731917,19,21,6,9
77f668399e268619,Paris,cleanliness,2017Q2,2017Q1,-0.2900608519269776,24,19,7,9
77f668399e268619,Paris,cleanliness,2017Q3,2017Q2,0.39037433155080214,12,24,8,9
77f668399e268619,Paris,location,2015Q4,2015Q3,-0.12878787878787867,78,56,1,9
77f668399e268619,Paris,location,2016Q1,2015Q4,0.063986013986014,55,78,2,9
77f668399e268619,Paris,location,2016Q2,2016Q1,0.07692307692307687,60,55,3,9
77f668399e268619,Paris,location,2016Q3,2016Q2,-0.0025316455696202667,69,60,4,9
77f668399e268619,Paris,location,2016Q4,2016Q3,-0.11889692585895117,46,69,5,9
77f668399e268619,Paris,location,2017Q1,2016Q4,-0.06318681318681318,42,46,6,9
77f668399e268619,Paris,location,2017Q2,2017Q1,0.0379487179487179,65,42,7,9
77f668399e268619,Paris,location,2017Q3,2017Q2,-0.11166666666666658,38,65,8,9
77f668399e268619,Paris,noise,2015Q4,2015Q3,-0.08791208791208804,4,3,1,9
77f668399e268619,Paris,noise,2016Q1,2015Q4,-0.1428571428571428,4,4,2,9
77f668399e268619,Paris,noise,2016Q2,2016Q1,0.05882352941176472,7,4,3,9
77f668399e268619,Paris,noise,2016Q3,2016Q2,-0.05882352941176472,4,7,4,9
77f668399e268619,Paris,noise,2016Q4,2016Q3,0.09090909090909083,1,4,5,9
77f668399e268619,Paris,noise,2017Q1,2016Q4,0.24242424242424243,5,1,6,9
77f668399e268619,Paris,noise,2017Q2,2017Q1,-0.33333333333333326,2,5,7,9
77f668399e268619,Paris,noise,2017Q3,2017Q2,0.09090909090909083,1,2,8,9
77f668399e268619,Paris,room,2015Q4,2015Q3,-0.32631578947368434,66,40,1,9
77f668399e268619,Paris,room,2016Q1,2015Q4,0.3459879206212253,51,66,2,9
77f668399e268619,Paris,room,2016Q2,2016Q1,-0.024800336275746182,68,51,3,9
77f668399e268619,Paris,room,2016Q3,2016Q2,-0.04218362282878407,83,68,4,9
77f668399e268619,Paris,room,2016Q4,2016Q3,0.1458625525946704,59,83,5,9
77f668399e268619,Paris,room,2017Q1,2016Q4,-0.12931995540691188,55,59,6,9
77f668399e268619,Paris,room,2017Q2,2017Q1,-0.10256410256410264,80,55,7,9
77f668399e268619,Paris,room,2017Q3,2017Q2,0.10606060606060608,34,80,8,9
77f668399e268619,Paris,service,2015Q4,2015Q3,0.0,41,41,1,9
77f668399e268619,Paris,service,2016Q1,2015Q4,0.07598039215686292,38,41,2,9
77f668399e268619,Paris,service,2016Q2,2016Q1,-0.05530303030303041,45,38,3,9
77f668399e268619,Paris,service,2016Q3,2016Q2,-0.01761363636363633,54,45,4,9
77f668399e268619,Paris,service,2016Q4,2016Q3,-0.26041666666666663,38,54,5,9
77f668399e268619,Paris,service,2017Q1,2016Q4,0.29748062015503873,33,38,6,9
77f668399e268619,Paris,service,2017Q2,2017Q1,-0.04269919939001143,51,33,7,9
77f668399e268619,Paris,service,2017Q3,2017Q2,-0.0025884383088869978,28,51,8,9
77f668399e268619,Paris,value,2015Q4,2015Q3,-0.04597701149425282,19,17,1,9
77f668399e268619,Paris,value,2016Q1,2015Q4,0.46264367816091945,14,19,2,9
77f668399e268619,Paris,value,2016Q2,2016Q1,-0.25574712643678155,19,14,3,9
77f668399e268619,Paris,value,2016Q3,2016Q2,-0.10758620689655174,15,19,4,9
77f668399e268619,Paris,value,2016Q4,2016Q3,-0.14857142857142858,18,15,5,9
77f668399e268619,Paris,value,2017Q1,2016Q4,0.16541353383458646,9,18,6,9
77f668399e268619,Paris,value,2017Q2,2017Q1,-0.04453441295546556,16,9,7,9
77f668399e268619,Paris,value,2017Q3,2017Q2,0.19658119658119655,8,16,8,9
780104af8493f563,Vienna,breakfast,2015Q4,2015Q3,-0.13131313131313127,8,1,1,9
780104af8493f563,Vienna,breakfast,2016Q1,2015Q4,0.05555555555555558,2,8,2,9
780104af8493f563,Vienna,breakfast,2016Q2,2016Q1,-0.13333333333333341,10,2,3,9
780104af8493f563,Vienna,breakfast,2016Q3,2016Q2,-0.19999999999999996,10,10,4,9
780104af8493f563,Vienna,breakfast,2016Q4,2016Q3,0.43333333333333335,5,10,5,9
780104af8493f563,Vienna,breakfast,2017Q1,2016Q4,-0.01025641025641022,3,5,6,9
780104af8493f563,Vienna,breakfast,2017Q2,2017Q1,-0.2564102564102565,5,3,7,9
780104af8493f563,Vienna,breakfast,2017Q3,2017Q2,0.45833333333333337,6,5,8,9
780104af8493f563,Vienna,cleanliness,2015Q4,2015Q3,0.09090909090909094,4,1,1,9
780104af8493f563,Vienna,cleanliness,2016Q1,2015Q4,0.0,2,4,2,9
780104af8493f563,Vienna,cleanliness,2016Q2,2016Q1,0.16666666666666674,2,2,3,9
780104af8493f563,Vienna,cleanliness,2016Q3,2016Q2,-0.16666666666666674,6,2,4,9
780104af8493f563,Vienna,cleanliness,2016Q4,2016Q3,0.09090909090909083,1,6,5,9
780104af8493f563,Vienna,cleanliness,2017Q1,2016Q4,0.0,1,1,6,9
780104af8493f563,Vienna,cleanliness,2017Q2,2017Q1,-0.18181818181818177,1,1,7,9
780104af8493f563,Vienna,cleanliness,2017Q3,2017Q2,0.18181818181818177,1,1,8,9
780104af8493f563,Vienna,location,2015Q4,2015Q3,0.026315789473684292,18,9,1,9
780104af8493f563,Vienna,location,2016Q1,2015Q4,0.0,10,18,2,9
780104af8493f563,Vienna,location,2016Q2,2016Q1,0.0,18,10,3,9
780104af8493f563,Vienna,location,2016Q3,2016Q2,0.08823529411764697,24,18,4,9
780104af8493f563,Vienna,location,2016Q4,2016Q3,-0.19693094629156005,13,24,5,9
780104af8493f563,Vienna,location,2017Q1,2016Q4,0.0,13,13,6,9
780104af8493f563,Vienna,location,2017Q2,2017Q1,0.037267080745341685,11,13,7,9
780104af8493f563,Vienna,location,2017Q3,2017Q2,-0.09523809523809534,5,11,8,9
780104af8493f563,Vienna,noise,2015Q4,2015Q3,-0.09090909090909083,0,1,1,9
780104af8493f563,Vienna,noise,2016Q1,2015Q4,0.07692307692307687,3,0,2,9
780104af8493f563,Vienna,noise,2016Q2,2016Q1,-0.15384615384615374,3,3,3,9
780104af8493f563,Vienna,noise,2016Q3,2016Q2,0.07692307692307687,0,3,4,9
780104af8493f563,Vienna,noise,2016Q4,2016Q3,-0.16666666666666663,2,0,5,9
780104af8493f563,Vienna,noise,2017Q1,2016Q4,0.2435897435897435,3,2,6,9
780104af8493f563,Vienna,noise,2017Q2,2017Q1,-0.1678321678321678,1,3,7,9
780104af8493f563,Vienna,noise,2017Q3,2017Q2,0.09090909090909094,2,1,8,9
780104af8493f563,Vienna,room,2015Q4,2015Q3,-0.050000000000000044,15,6,1,9
780104af8493f563,Vienna,room,2016Q1,2015Q4,-0.018181818181818077,12,15,2,9
780104af8493f563,Vienna,room,2016Q2,2016Q1,-0.343108504398827,21,12,3,9
780104af8493f563,Vienna,room,2016Q3,2016Q2,0.12903225806451613,21,21,4,9
780104af8493f563,Vienna,room,2016Q4,2016Q3,0.21407624633431088,12,21,5,9
780104af8493f563,Vienna,room,2017Q1,2016Q4,-0.29292929292929304,8,12,6,9
780104af8493f563,Vienna,room,2017Q2,2017Q1,0.29292929292929304,12,8,7,9
780104af8493f563,Vienna,room,2017Q3,2017Q2,-0.005347593582887722,7,12,8,9
780104af8493f563,Vienna,service,2015Q4,2015Q3,0.31794871794871793,16,5,1,9
780104af8493f563,Vienna,service,2016Q1,2015Q4,0.06993006993007,12,16,2,9
780104af8493f563,Vienna,service,2016Q2,2016Q1,-0.15454545454545454,10,12,3,9
780104af8493f563,Vienna,service,2016Q3,2016Q2,0.16666666666666652,20,10,4,9
780104af8493f563,Vienna,service,2016Q4,2016Q3,-0.22857142857142843,11,20,5,9
780104af8493f563,Vienna,service,2017Q1,2016Q4,0.16190476190476177,10,11,6,9
780104af8493f563,Vienna,service,2017Q2,2017Q1,-0.1499999999999999,14,10,7,9
780104af8493f563,Vienna,service,2017Q3,2017Q2,0.08333333333333326,5,14,8,9
780104af8493f563,Vienna,value,2015Q4,2015Q3,0.0,0,0,1,9
780104af8493f563,Vienna,value,2016Q1,2015Q4,0.16666666666666674,2,0,2,9
780104af8493f563,Vienna,value,2016Q2,2016Q1,-0.5000000000000001,5,2,3,9
780104af8493f563,Vienna,value,2016Q3,2016Q2,-0.07843137254901955,7,5,4,9
780104af8493f563,Vienna,value,2016Q4,2016Q3,0.4117647058823529,4,7,5,9
780104af8493f563,Vienna,value,2017Q1,2016Q4,0.0,0,4,6,9
780104af8493f563,Vienna,value,2017Q2,2017Q1,-0.16666666666666663,2,0,7,9
780104af8493f563,Vienna,value,2017Q3,2017Q2,0.07575757575757569,1,2,8,9
7835c2d76603a45c,London,breakfast,2016Q3,2016Q2,-0.32167832167832155,3,1,4,6
7835c2d76603a45c,London,breakfast,2016Q4,2016Q3,-0.05494505494505497,4,3,5,6
7835c2d76603a45c,London,breakfast,2017Q1,2016Q4,0.4285714285714285,4,4,6,6
7835c2d76603a45c,London,breakfast,2017Q2,2017Q1,-0.1428571428571428,0,4,7,6
7835c2d76603a45c,London,breakfast,2017Q3,2017Q2,-0.16666666666666663,2,0,8,6
7835c2d76603a45c,London,cleanliness,2016Q3,2016Q2,0.10989010989010994,29,18,4,6
7835c2d76603a45c,London,cleanliness,2016Q4,2016Q3,0.020860495436766602,49,29,5,6
7835c2d76603a45c,London,cleanliness,2017Q1,2016Q4,0.07030759573132439,44,49,6,6
7835c2d76603a45c,London,cleanliness,2017Q2,2017Q1,-0.03640929064657872,49,44,7,6
7835c2d76603a45c,London,cleanliness,2017Q3,2017Q2,-0.30433145009416185,35,49,8,6
7835c2d76603a45c,London,location,2016Q3,2016Q2,-0.042105263157894646,28,20,4,6
7835c2d76603a45c,London,location,2016Q4,2016Q3,0.3190283400809717,55,28,5,6
7835c2d76603a45c,London,location,2017Q1,2016Q4,-0.004700854700854684,62,55,6,6
7835c2d76603a45c,London,location,2017Q2,2017Q1,-0.22897897897897912,64,62,7,6
7835c2d76603a45c,London,location,2017Q3,2017Q2,0.05405405405405417,27,64,8,6
7835c2d76603a45c,London,noise,2016Q3,2016Q2,0.027472527472527486,18,16,4,6
7835c2d76603a45c,London,noise,2016Q4,2016Q3,0.04006968641114983,31,18,5,6
7835c2d76603a45c,London,noise,2017Q1,2016Q4,-0.04656319290465638,34,31,6,6
7835c2d76603a45c,London,noise,2017Q2,2017Q1,-0.106951871657754,24,34,7,6
7835c2d76603a45c,London,noise,2017Q3,2017Q2,0.2324929971988795,11,24,8,6
7835c2d76603a45c,London,room,2016Q3,2016Q2,-0.20879120879120894,55,32,4,6
7835c2d76603a45c,London,room,2016Q4,2016Q3,0.004158004158004269,101,55,5,6
7835c2d76603a45c,London,room,2017Q1,2016Q4,0.1401578569720161,103,101,6,6
7835c2d76603a45c,London,room,2017Q2,2017Q1,-0.08849557522123885,103,103,7,6
7835c2d76603a45c,London,room,2017Q3,2017Q2,-0.14573037581887138,67,103,8,6
7835c2d76603a45c,London,service,2016Q3,2016Q2,0.08205128205128198,20,16,4,6
7835c2d76603a45c,London,service,2016Q4,2016Q3,-0.008333333333333304,38,20,5,6
7835c2d76603a45c,London,service,2017Q1,2016Q4,-0.20833333333333326,38,38,6,6
7835c2d76603a45c,London,service,2017Q2,2017Q1,-0.1071428571428572,46,38,7,6
7835c2d76603a45c,London,service,2017Q3,2017Q2,0.09243697478991608,24,46,8,6
7835c2d76603a45c,London,value,2016Q3,2016Q2,-0.41025641025641013,3,5,4,6
7835c2d76603a45c,London,value,2016Q4,2016Q3,0.5314685314685315,12,3,5,6
7835c2d76603a45c,London,value,2017Q1,2016Q4,-0.15454545454545454,10,12,6,6
7835c2d76603a45c,London,value,2017Q2,2017Q1,-0.2333333333333334,20,10,7,6
7835c2d76603a45c,London,value,2017Q3,2017Q2,0.05833333333333335,6,20,8,6
786c1b6346dd65b8,London,breakfast,2015Q4,2015Q3,0.10969604347087791,141,68,1,9
786c1b6346dd65b8,London,breakfast,2016Q1,2015Q4,-0.03160746538229975,78,141,2,9
786c1b6346dd65b8,London,breakfast,2016Q2,2016Q1,0.01413292589763171,109,78,3,9
786c1b6346dd65b8,London,breakfast,2016Q3,2016Q2,0.05378151260504205,75,109,4,9
786c1b6346dd65b8,London,breakfast,2016Q4,2016Q3,0.17791116446578636,88,75,5,9
786c1b6346dd65b8,London,breakfast,2017Q1,2016Q4,-0.17006802721088443,92,88,6,9
786c1b6346dd65b8,London,breakfast,2017Q2,2017Q1,0.09843400447427297,139,92,7,9
786c1b6346dd65b8,London,breakfast,2017Q3,2017Q2,0.012677106636838187,44,139,8,9
786c1b6346dd65b8,London,cleanliness,2015Q4,2015Q3,-0.010557184750733084,145,100,1,9
786c1b6346dd65b8,London,cleanliness,2016Q1,2015Q4,0.22528843889804573,127,145,2,9
786c1b6346dd65b8,London,cleanliness,2016Q2,2016Q1,-0.07812191753797593,138,127,3,9
786c1b6346dd65b8,London,cleanliness,2016Q3,2016Q2,0.10597439544807963,142,138,4,9
786c1b6346dd65b8,London,cleanliness,2016Q4,2016Q3,-0.1445211389128559,112,142,5,9
786c1b6346dd65b8,London,cleanliness,2017Q1,2016Q4,0.03011277758400177,131,112,6,9
786c1b6346dd65b8,London,cleanliness,2017Q2,2017Q1,-0.23547496768333154,193,131,7,9
786c1b6346dd65b8,London,cleanliness,2017Q3,2017Q2,0.270935960591133,56,193,8,9
786c1b6346dd65b8,London,location,2015Q4,2015Q3,0.16506704785242654,322,167,1,9
786c1b6346dd65b8,London,location,2016Q1,2015Q4,-0.016553169198533224,220,322,2,9
786c1b6346dd65b8,London,location,2016Q2,2016Q1,-0.07443478260869574,240,220,3,9
786c1b6346dd65b8,London,location,2016Q3,2016Q2,-0.01883185840707946,216,240,4,9
786c1b6346dd65b8,London,location,2016Q4,2016Q3,-0.0016541229013316006,204,216,5,9
786c1b6346dd65b8,London,location,2017Q1,2016Q4,-0.0058843890619593164,206,204,6,9
786c1b6346dd65b8,London,location,2017Q2,2017Q1,-0.11868072452014045,264,206,7,9
786c1b6346dd65b8,London,location,2017Q3,2017Q2,-0.010948905109489093,82,264,8,9
786c1b6346dd65b8,London,noise,2015Q4,2015Q3,-0.1778514222590445,61,41,1,9
