hotel_id,n_periods
a8a0b6e62ffcf9c9,9
a8a21e635a924827,2
a8ab2237fd532c4c,9
a8fbe0563993aef5,9
a91dd6ffd9c667de,9
a9321b953d2a8c8a,9
a94f1ce2eddeb66c,9
a9dba0c285eb758c,9
aa32256e8683cbc7,8
aa4894ddf0eb2fde,9
aa5b67ad216791b8,9
aa6a8489dc1eabae,9
aa74bdf43659435c,9
aa882172108e5ff5,9
aa98e4b748fd2839,8
aaf65e725924da6c,8
aaf7c3c1d340cf99,9
ab1215ed13755e5b,9
ab3ae62ff0c7e2f8,9
abe558aded181ef8,9
abfa45aa813762da,9
ac15e1e7b5f97f74,9
ac2d3bbf93be4247,9
ac32ae5f70696df7,9
ad00b45ebe22e54b,9
ad2ead23c7f8dd49,9
ad311509c871323d,9
